,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
860,1,0.01,0.29,0.23,0.34,0.19,0.74,0.03,1.0,0.31,0.43,0.11,0.66,0.84,0.35,0.35,0.3,0.43,0.32,0.21,0.43,0.49,0.5,0.45,0.4,0.39,0.34,0.37,0.39,0.33,0.71,0.72,0.74,0.57,0.53,0.67,0.13,0.12,0.28,0.4,0.12,0.64,0.04,0.47,0.5,0.01,0.89,0.56,0.11,0.31,0.31,0.03,0.07,0.21,0.2,0.2,0.38,0.4,0.42,0.39,0.54,0.43,0.46,0.0,0.01,0.36,0.09,0.0,0,-1,0,1,0,0
861,1,0.0,0.72,0.62,0.51,0.35,0.46,0.0,0.0,0.06,0.12,0.51,0.7,0.7,0.05,0.05,1.0,0.93,0.13,1.0,0.03,0.27,0.4,0.34,0.29,0.38,0.45,0.51,0.48,0.86,0.41,0.37,0.43,0.41,0.13,0.09,0.84,0.82,0.78,0.75,0.78,0.54,0.55,0.48,0.5,0.01,0.71,0.56,0.31,0.55,0.27,0.8,0.59,0.06,0.06,0.06,0.02,0.11,0.13,0.1,0.68,0.56,0.49,0.0,0.01,0.23,0.01,0.0,0,-1,1,1,1,1
862,0,0.01,0.28,0.32,0.43,0.31,0.65,0.0,0.0,0.21,0.5,0.29,0.6,0.37,0.25,0.25,0.57,0.6,0.23,0.2,0.54,0.97,0.28,0.85,0.3,0.6,0.3,0.66,0.67,0.29,0.44,0.44,0.52,0.61,0.7,0.83,0.1,0.09,0.26,0.27,0.29,0.48,0.1,0.62,0.0,0.02,0.75,0.48,0.14,0.38,0.5,0.4,0.11,0.09,0.09,0.09,0.13,0.16,0.16,0.18,0.33,0.28,0.32,0.01,0.03,0.11,0.0,0.0,0,-1,0,1,0,0
863,1,0.02,0.46,0.41,0.43,0.25,0.46,0.03,1.0,0.38,0.56,0.24,0.59,0.71,0.39,0.32,0.2,0.36,0.17,0.28,0.5,0.56,0.31,0.47,0.31,0.39,0.31,0.39,0.4,0.49,0.75,0.76,0.88,0.74,0.49,0.48,0.23,0.23,0.5,0.53,0.35,0.78,0.09,0.4,0.5,0.01,0.92,0.74,0.27,0.56,0.38,0.12,0.07,0.09,0.08,0.08,0.3,0.29,0.3,0.31,0.37,0.08,0.39,0.0,0.04,0.12,0.12,0.0,0,-1,0,1,0,0
864,1,0.02,0.89,0.66,0.57,0.38,0.35,0.0,0.0,0.02,0.36,0.39,0.57,0.25,0.01,0.02,1.0,1.0,0.12,1.0,0.08,0.24,0.56,0.52,0.36,0.21,0.43,0.41,0.34,1.0,0.6,0.53,0.72,0.58,0.25,0.09,1.0,1.0,0.97,0.99,0.88,0.48,1.0,0.58,0.0,0.02,0.69,0.48,0.5,0.57,0.67,1.0,1.0,0.05,0.05,0.05,0.02,0.07,0.09,0.06,0.55,0.57,0.49,0.0,0.01,0.36,0.07,0.0,0,-1,1,1,1,1
865,1,0.01,0.51,0.47,0.52,0.31,0.38,0.02,1.0,0.16,0.48,0.22,0.46,0.34,0.15,0.15,0.57,0.62,0.14,0.47,0.42,0.64,0.3,0.65,0.23,0.54,0.21,0.64,0.63,0.49,0.57,0.6,0.72,0.56,0.65,0.63,0.22,0.23,0.51,0.51,0.52,0.6,0.18,0.41,0.5,0.02,0.73,0.61,0.21,0.49,0.75,0.64,0.21,0.07,0.05,0.07,0.09,0.13,0.12,0.11,0.38,0.48,0.39,0.0,0.04,0.08,0.0,0.0,0,-1,0,1,0,0
866,0,0.05,0.54,0.61,0.68,0.57,0.39,0.07,1.0,0.25,0.62,0.12,0.47,0.41,0.26,0.22,0.57,0.65,0.27,0.44,0.51,0.62,0.32,0.66,0.31,0.54,0.58,0.5,0.54,0.53,0.36,0.32,0.41,0.38,0.78,0.72,0.34,0.31,0.48,0.46,0.52,0.41,0.25,0.57,0.0,0.05,0.75,0.43,0.28,0.42,0.54,0.55,0.44,0.09,0.09,0.11,0.18,0.23,0.26,0.3,0.42,0.35,0.53,0.03,0.07,0.15,0.01,0.0,1,-1,0,1,0,0
867,0,0.07,0.22,0.27,0.37,0.25,0.82,0.08,1.0,0.22,0.25,0.15,0.76,0.58,0.24,0.38,0.26,0.4,0.33,0.26,0.35,0.16,0.41,0.28,0.37,0.85,0.44,0.77,0.84,0.22,0.26,0.26,0.29,0.24,0.62,0.68,0.15,0.11,0.2,0.15,0.31,0.43,0.18,0.8,0.0,0.22,0.34,0.47,0.22,0.29,0.58,0.48,0.17,0.14,0.14,0.17,0.33,0.35,0.4,0.37,0.62,0.56,0.29,0.05,0.04,0.29,0.09,0.7,1,-1,1,1,0,0
868,0,0.23,0.33,0.38,0.69,0.41,0.14,0.25,1.0,0.33,0.86,0.31,0.13,0.17,0.34,0.39,0.25,0.32,0.42,0.31,0.8,0.35,0.2,0.35,0.41,0.68,0.51,0.75,0.74,0.45,0.58,0.59,0.67,0.56,0.7,0.69,0.27,0.21,0.37,0.49,0.35,0.23,0.37,0.73,0.0,0.42,0.54,0.21,0.08,0.24,0.77,0.36,0.2,0.17,0.16,0.16,0.38,0.37,0.42,0.36,0.3,0.37,0.29,0.0,0.2,0.19,0.08,0.52,0,-1,1,1,0,0
869,0,0.12,0.44,0.9,0.91,0.92,0.28,0.13,1.0,0.16,0.63,0.22,0.32,0.34,0.26,0.22,0.17,0.24,0.66,0.41,0.37,0.07,1.0,0.15,0.65,0.38,0.96,0.5,0.46,0.39,0.42,0.41,0.51,0.46,0.48,0.52,0.19,0.14,0.32,0.39,0.3,0.36,0.22,0.58,0.0,0.14,0.69,0.34,0.42,0.4,0.63,0.35,0.26,0.11,0.11,0.13,0.19,0.22,0.28,0.24,0.89,0.34,0.28,0.02,0.1,0.2,0.15,0.86,0,-1,1,1,0,0
870,0,0.03,0.25,0.26,0.35,0.2,1.0,0.04,1.0,0.15,0.13,0.17,0.9,0.49,0.17,0.21,0.39,0.56,0.14,0.48,0.23,0.19,0.44,0.35,0.21,0.52,0.35,0.54,0.56,0.31,0.25,0.29,0.36,0.27,0.74,0.76,0.28,0.22,0.27,0.17,0.46,0.52,0.32,0.93,0.0,0.1,0.4,0.59,0.07,0.45,0.73,0.14,0.14,0.18,0.16,0.13,0.43,0.43,0.43,0.44,0.78,0.7,0.39,0.0,0.01,0.64,0.27,0.0,0,-1,1,1,0,0
871,0,0.04,0.65,0.51,0.52,0.32,0.33,0.0,0.0,0.22,0.46,0.38,0.45,0.34,0.19,0.16,0.65,0.69,0.11,0.61,0.37,0.38,0.34,0.58,0.22,0.51,0.37,0.62,0.6,0.72,0.48,0.46,0.43,0.51,0.22,0.28,0.57,0.56,0.71,0.62,0.79,0.42,0.55,0.5,0.5,0.02,0.86,0.47,0.15,0.37,0.67,0.34,0.31,0.14,0.13,0.13,0.23,0.26,0.29,0.29,0.69,0.59,0.31,0.01,0.04,0.19,0.01,0.0,0,-1,0,1,1,1
872,1,0.01,0.65,0.4,0.39,0.2,0.11,0.02,1.0,0.72,0.89,0.91,0.12,0.22,0.63,0.52,0.11,0.15,0.48,0.12,0.76,0.35,0.25,0.19,0.54,0.24,0.17,0.25,0.25,0.56,0.94,0.92,0.95,0.92,0.54,0.44,0.13,0.17,0.69,0.66,0.66,0.88,0.06,0.11,0.5,0.01,0.75,0.88,0.13,0.56,0.92,0.07,0.02,0.23,0.27,0.3,0.42,0.4,0.48,0.48,0.48,0.57,0.33,0.0,0.05,0.06,0.01,0.0,0,-1,0,0,0,0
873,1,0.01,0.67,0.39,0.41,0.18,0.04,0.02,1.0,0.69,0.95,0.55,0.06,0.08,0.61,0.48,0.03,0.08,0.58,0.17,0.85,0.39,0.23,0.11,0.68,0.29,0.18,0.27,0.29,0.64,0.94,0.94,0.95,0.76,0.33,0.41,0.21,0.25,0.73,0.7,0.69,0.87,0.08,0.11,0.5,0.02,0.75,0.87,0.0,0.43,0.94,0.08,0.0,0.24,0.22,0.22,0.53,0.58,0.67,0.68,0.34,0.65,0.29,0.0,0.09,0.04,0.02,0.0,0,-1,0,0,0,0
874,0,0.05,0.21,0.34,0.73,0.48,0.31,0.07,1.0,0.26,0.67,0.24,0.3,0.29,0.29,0.37,0.24,0.31,0.45,0.31,0.63,0.24,0.29,0.24,0.45,0.75,0.62,0.83,0.82,0.31,0.43,0.45,0.56,0.27,0.56,0.56,0.17,0.12,0.21,0.29,0.25,0.15,0.13,0.78,0.0,0.17,0.39,0.16,0.12,0.2,0.79,0.34,0.18,0.17,0.18,0.24,0.42,0.41,0.42,0.43,0.53,0.41,0.31,0.04,0.06,0.18,0.07,1.0,0,-1,1,1,0,0
875,0,0.02,0.35,0.3,0.45,0.24,0.29,0.03,1.0,0.55,0.76,0.34,0.27,0.62,0.57,0.51,0.06,0.12,0.57,0.18,0.68,0.64,0.35,0.15,0.73,0.41,0.3,0.42,0.43,0.37,0.81,0.81,0.93,0.73,0.4,0.5,0.1,0.11,0.38,0.49,0.23,0.62,0.08,0.36,0.5,0.03,0.76,0.56,0.0,0.2,0.81,0.1,0.05,0.19,0.18,0.17,0.37,0.35,0.43,0.36,0.12,0.24,0.21,0.0,0.03,0.14,0.0,0.0,0,-1,0,0,0,0
876,0,0.01,0.46,0.49,0.48,0.3,0.45,0.0,0.0,0.17,0.5,0.27,0.51,0.28,0.2,0.2,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.26,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.5,0.03,0.58,0.56,0.11,0.56,0.67,0.72,1.0,0.07,0.07,0.11,0.0,0.06,0.09,0.08,0.28,0.19,0.43,0.0,0.17,0.02,0.01,0.0,0,-1,0,1,0,0
877,0,0.05,0.52,1.0,1.0,1.0,0.24,0.06,1.0,0.31,0.7,0.44,0.28,0.38,0.53,0.38,0.11,0.09,1.0,0.24,0.4,0.1,1.0,0.07,0.81,0.22,1.0,0.28,0.27,0.28,0.58,0.63,0.79,0.48,0.49,0.55,0.08,0.06,0.22,0.35,0.21,0.28,0.08,0.67,0.0,0.06,0.71,0.25,0.03,0.28,0.71,0.12,0.0,0.3,0.34,0.4,0.37,0.35,0.4,0.37,0.63,0.5,0.19,0.01,0.05,0.2,0.31,0.0,0,-1,1,0,0,0
878,1,0.01,0.46,0.39,0.45,0.27,0.38,0.03,1.0,0.34,0.6,0.32,0.45,0.6,0.35,0.29,0.32,0.39,0.23,0.22,0.54,0.66,0.29,0.48,0.34,0.48,0.24,0.44,0.47,0.45,0.71,0.72,0.69,0.61,0.5,0.47,0.13,0.14,0.47,0.53,0.36,0.63,0.06,0.4,0.5,0.01,0.91,0.59,0.15,0.43,0.52,0.22,0.07,0.13,0.14,0.14,0.23,0.25,0.25,0.26,0.38,0.18,0.22,0.0,0.03,0.16,0.07,0.0,0,-1,0,1,0,0
879,0,0.01,0.51,1.0,0.96,1.0,0.52,0.0,0.0,0.09,0.3,0.59,0.69,0.61,0.18,0.16,0.45,0.42,0.43,0.44,0.29,0.27,0.88,0.35,0.46,0.27,0.85,0.36,0.33,0.23,0.55,0.63,0.59,0.52,0.58,0.68,0.01,0.02,0.18,0.22,0.19,0.49,0.05,0.55,0.0,0.02,0.74,0.47,0.08,0.35,0.54,0.31,0.2,0.08,0.09,0.1,0.07,0.1,0.1,0.09,0.53,0.28,0.56,0.0,0.02,0.16,0.02,0.0,0,-1,1,1,0,0
880,1,0.02,0.26,0.23,0.19,0.1,1.0,0.0,0.0,0.19,0.0,0.16,0.97,1.0,0.22,0.26,0.22,0.38,0.23,0.48,0.04,0.16,0.55,0.3,0.37,0.53,0.15,0.55,0.57,0.22,0.57,0.59,0.62,0.68,0.29,0.36,0.12,0.12,0.27,0.23,0.36,0.66,0.14,0.76,0.0,0.03,0.81,0.68,0.18,0.45,0.67,0.11,0.09,0.22,0.21,0.24,0.29,0.3,0.34,0.32,0.64,0.63,0.26,0.0,0.05,0.11,0.03,0.0,0,-1,1,1,0,0
881,0,0.0,0.51,0.4,0.52,0.26,0.2,0.02,1.0,0.39,0.84,0.0,0.24,0.22,0.39,0.29,0.27,0.36,0.34,0.18,0.78,0.84,0.24,0.59,0.43,0.45,0.25,0.52,0.51,0.51,0.72,0.75,0.85,0.7,0.81,0.75,0.1,0.12,0.54,0.59,0.41,0.66,0.09,0.39,0.5,0.01,0.77,0.63,0.03,0.17,0.79,0.17,0.28,0.12,0.1,0.11,0.3,0.29,0.33,0.31,0.05,0.26,0.58,0.0,0.01,0.18,0.01,0.0,0,-1,0,1,0,0
882,1,0.07,0.48,0.42,0.47,0.29,0.13,0.08,1.0,0.79,0.83,0.17,0.15,0.32,0.74,0.68,0.05,0.09,0.6,0.14,0.82,0.36,0.33,0.16,0.64,0.44,0.37,0.48,0.47,0.48,0.8,0.83,0.85,0.7,0.49,0.58,0.13,0.14,0.53,0.59,0.36,0.69,0.08,0.33,0.5,0.04,0.84,0.65,0.03,0.12,0.79,0.01,0.04,0.84,0.81,0.81,0.85,0.77,0.93,0.8,0.52,0.78,0.17,0.0,0.04,0.26,0.09,0.0,0,-1,0,0,0,0
883,0,0.04,0.36,0.4,0.41,0.26,0.61,0.0,0.0,0.13,0.24,0.33,0.68,0.59,0.16,0.18,0.39,0.54,0.24,0.38,0.28,0.39,0.51,0.51,0.32,0.68,0.27,0.68,0.71,0.42,0.45,0.46,0.46,0.47,0.4,0.42,0.22,0.19,0.36,0.35,0.4,0.55,0.12,0.56,0.0,0.14,0.37,0.56,0.29,0.7,0.42,0.66,0.24,0.04,0.04,0.05,0.09,0.13,0.13,0.13,0.57,0.35,0.47,0.04,0.1,0.09,0.0,0.0,0,-1,0,1,0,0
884,0,0.02,0.33,0.4,0.49,0.32,0.48,0.03,1.0,0.23,0.55,0.28,0.51,0.58,0.25,0.24,0.33,0.43,0.14,0.35,0.5,0.47,0.26,0.55,0.23,0.67,0.32,0.72,0.73,0.37,0.55,0.57,0.63,0.61,0.68,0.66,0.12,0.11,0.33,0.43,0.24,0.52,0.07,0.55,0.0,0.02,0.78,0.47,0.18,0.26,0.56,0.25,0.07,0.09,0.07,0.06,0.23,0.23,0.23,0.23,0.42,0.18,0.32,0.01,0.02,0.19,0.02,0.0,0,-1,0,1,0,0
885,1,0.11,0.52,0.42,0.51,0.35,0.44,0.12,1.0,0.43,0.59,0.19,0.45,0.52,0.45,0.44,0.26,0.34,0.33,0.27,0.51,0.47,0.41,0.4,0.44,0.46,0.49,0.56,0.54,0.54,0.59,0.55,0.67,0.54,0.43,0.39,0.4,0.37,0.53,0.52,0.54,0.47,0.46,0.59,0.0,0.06,0.87,0.48,0.15,0.26,0.35,0.15,0.2,0.55,0.56,0.6,0.58,0.56,0.64,0.55,0.61,0.63,0.14,0.04,0.03,0.52,0.13,0.0,0,-1,0,0,0,0
886,0,0.14,0.72,0.48,0.55,0.37,0.26,0.15,1.0,0.51,0.74,0.2,0.31,0.41,0.47,0.37,0.22,0.32,0.32,0.28,0.59,0.41,0.33,0.37,0.39,0.43,0.5,0.55,0.51,0.76,0.64,0.6,0.75,0.62,0.48,0.44,0.64,0.65,0.79,0.78,0.74,0.6,0.61,0.42,0.5,0.05,0.9,0.6,0.12,0.16,0.52,0.11,0.17,0.55,0.54,0.51,0.72,0.67,0.74,0.67,0.67,0.7,0.19,0.0,0.04,0.5,0.17,1.0,0,-1,1,0,0,0
887,1,0.01,0.28,0.24,0.3,0.2,0.78,0.02,1.0,0.37,0.36,0.13,0.71,0.83,0.42,0.44,0.14,0.21,0.47,0.22,0.37,0.21,0.56,0.17,0.56,0.31,0.31,0.29,0.31,0.32,0.8,0.84,0.75,0.65,0.52,0.4,0.09,0.09,0.29,0.39,0.06,0.75,0.01,0.42,0.5,0.01,0.91,0.67,0.12,0.22,0.31,0.07,0.0,0.16,0.14,0.14,0.27,0.28,0.45,0.22,0.49,0.34,0.44,0.0,0.01,0.37,0.76,0.0,0,-1,0,1,0,0
888,1,0.02,0.49,0.37,0.31,0.21,0.56,0.03,1.0,0.61,0.53,0.18,0.65,0.66,0.57,0.56,0.17,0.19,0.54,0.12,0.5,0.45,0.6,0.14,0.73,0.13,0.28,0.15,0.14,0.49,0.94,0.95,0.98,0.84,0.55,0.47,0.17,0.19,0.53,0.54,0.19,0.94,0.02,0.21,0.5,0.01,0.94,0.9,0.0,0.36,0.56,0.01,0.0,0.23,0.23,0.25,0.46,0.41,0.41,0.45,0.32,0.18,0.28,0.0,0.02,0.22,0.25,0.0,0,-1,0,0,0,0
889,1,0.06,0.46,0.36,0.41,0.22,0.34,0.07,1.0,0.47,0.6,0.12,0.37,0.51,0.47,0.42,0.14,0.2,0.38,0.29,0.57,0.23,0.32,0.27,0.49,0.57,0.28,0.61,0.62,0.46,0.65,0.68,0.72,0.55,0.52,0.57,0.19,0.19,0.49,0.51,0.45,0.6,0.17,0.45,0.5,0.06,0.74,0.59,0.12,0.2,0.83,0.16,0.18,0.36,0.4,0.41,0.45,0.49,0.58,0.5,0.64,0.66,0.19,0.08,0.09,0.12,0.05,0.0,0,-1,0,0,0,0
890,1,0.07,0.23,0.26,0.53,0.33,0.46,0.09,1.0,0.56,0.56,0.27,0.4,0.28,0.7,0.82,0.1,0.09,1.0,0.27,0.59,0.14,1.0,0.06,1.0,0.29,0.74,0.36,0.35,0.33,0.67,0.72,0.84,0.49,0.52,0.59,0.19,0.12,0.21,0.36,0.18,0.34,0.1,0.7,0.0,0.05,0.87,0.29,0.05,0.4,0.0,0.03,0.07,0.95,1.0,1.0,0.52,0.62,0.95,0.59,0.39,0.54,0.61,0.01,0.02,0.67,1.0,0.29,0,-1,1,0,0,0
891,1,0.01,0.47,0.39,0.4,0.24,0.32,0.02,0.96,0.61,0.72,0.19,0.36,0.36,0.64,0.49,0.12,0.19,0.59,0.1,0.71,0.71,0.36,0.27,0.64,0.28,0.35,0.34,0.32,0.59,0.85,0.88,0.96,0.73,0.4,0.55,0.23,0.22,0.52,0.65,0.21,0.74,0.04,0.35,0.5,0.01,0.89,0.65,0.08,0.16,0.75,0.02,0.13,0.37,0.41,0.41,0.3,0.51,0.56,0.53,0.49,0.48,0.32,0.0,0.03,0.12,0.1,0.0,0,-1,0,0,0,0
892,1,0.0,0.66,0.49,0.44,0.29,0.25,0.02,1.0,0.58,0.76,0.27,0.31,0.43,0.54,0.42,0.11,0.19,0.34,0.14,0.67,0.27,0.3,0.19,0.49,0.19,0.24,0.3,0.26,0.58,0.86,0.88,0.87,0.84,0.31,0.57,0.16,0.2,0.7,0.66,0.69,0.83,0.03,0.07,0.5,0.01,0.78,0.84,0.0,0.22,0.81,0.03,0.21,0.24,0.21,0.2,0.51,0.45,0.49,0.52,0.51,0.47,0.37,0.0,0.02,0.11,0.0,0.0,0,-1,0,0,0,0
893,1,0.01,0.55,1.0,1.0,1.0,0.3,0.0,0.0,0.14,0.66,1.0,0.39,0.36,0.25,0.16,0.34,0.25,0.56,0.2,0.49,0.32,0.73,0.42,0.41,0.13,1.0,0.19,0.17,0.39,0.72,0.78,0.61,0.74,0.74,0.67,0.12,0.1,0.31,0.47,0.22,0.42,0.08,0.63,0.0,0.02,0.8,0.36,0.05,0.6,0.63,0.15,0.16,0.1,0.09,0.08,0.13,0.18,0.18,0.13,0.67,0.23,0.21,0.0,0.03,0.13,0.01,0.0,0,-1,1,1,0,0
894,0,0.03,0.52,0.88,0.85,0.85,0.35,0.0,0.0,0.18,0.57,0.37,0.45,0.4,0.25,0.18,0.39,0.4,0.44,0.44,0.43,0.4,0.64,0.41,0.43,0.33,0.66,0.35,0.36,0.4,0.64,0.65,0.66,0.67,0.69,0.67,0.13,0.12,0.37,0.45,0.31,0.48,0.09,0.52,0.5,0.04,0.73,0.45,0.04,0.3,0.75,0.37,0.16,0.11,0.11,0.11,0.13,0.17,0.18,0.2,0.63,0.31,0.4,0.0,0.07,0.09,0.01,0.0,0,-1,0,1,0,0
895,0,0.01,0.36,0.23,0.57,0.21,0.06,0.02,0.99,0.52,0.95,0.41,0.06,0.23,0.56,0.5,0.08,0.1,0.8,0.12,0.83,0.77,0.31,0.11,0.93,0.45,0.29,0.41,0.43,0.4,0.82,0.85,0.91,0.64,0.37,0.36,0.07,0.08,0.39,0.48,0.29,0.57,0.08,0.43,0.5,0.03,0.6,0.53,0.06,0.21,0.98,0.15,0.1,0.22,0.21,0.23,0.39,0.36,0.39,0.36,0.0,0.37,0.24,0.0,0.06,0.06,0.01,0.0,0,-1,0,0,0,0
896,0,0.01,1.0,1.0,1.0,1.0,0.06,0.0,0.0,0.2,0.84,0.04,0.18,0.46,0.17,0.14,0.15,0.21,0.14,0.15,0.89,0.16,0.4,0.25,0.34,0.23,1.0,0.34,0.26,0.59,0.79,0.78,0.88,0.7,0.32,0.34,0.24,0.26,0.64,0.52,0.73,0.09,0.19,0.53,0.5,0.01,0.76,0.16,0.14,0.15,0.54,0.42,0.0,0.13,0.11,0.1,0.22,0.23,0.26,0.2,0.19,0.32,0.43,0.0,0.03,0.14,0.0,0.0,0,-1,1,1,0,0
897,0,0.04,0.35,0.33,0.5,0.3,0.51,0.06,1.0,0.29,0.47,0.17,0.55,0.59,0.34,0.33,0.44,0.49,0.25,0.45,0.48,0.47,0.44,0.46,0.34,0.56,0.44,0.6,0.61,0.4,0.49,0.51,0.51,0.45,0.52,0.5,0.16,0.15,0.37,0.41,0.36,0.43,0.09,0.57,0.0,0.08,0.64,0.42,0.1,0.62,0.06,0.22,0.19,0.31,0.3,0.29,0.31,0.39,0.44,0.41,0.52,0.63,0.53,0.01,0.08,0.11,0.05,0.0,0,-1,0,1,0,0
898,0,0.01,0.4,0.4,0.44,0.29,0.6,0.0,0.0,0.14,0.31,0.86,0.62,0.41,0.18,0.18,0.45,0.64,0.18,0.51,0.37,0.39,0.31,0.59,0.22,0.54,0.21,0.54,0.56,0.44,0.62,0.62,0.53,0.65,0.78,0.74,0.19,0.17,0.4,0.37,0.46,0.52,0.17,0.55,0.0,0.05,0.39,0.54,0.09,0.63,0.63,0.63,0.65,0.05,0.06,0.06,0.15,0.16,0.16,0.18,0.41,0.41,0.69,0.0,0.05,0.07,0.02,0.0,0,-1,0,1,0,0
899,0,0.04,0.28,0.32,0.48,0.31,0.52,0.06,1.0,0.19,0.39,0.14,0.57,0.46,0.21,0.22,0.46,0.61,0.14,0.23,0.46,0.38,0.29,0.59,0.23,0.73,0.39,0.77,0.79,0.34,0.36,0.38,0.34,0.46,0.37,0.43,0.13,0.11,0.29,0.31,0.34,0.24,0.06,0.61,0.0,0.07,0.68,0.26,0.71,0.49,0.17,0.5,0.14,0.12,0.13,0.13,0.16,0.19,0.22,0.17,0.28,0.3,0.51,0.03,0.03,0.3,0.09,0.0,0,-1,0,1,0,0
900,0,0.02,0.42,0.34,0.35,0.22,0.49,0.03,0.79,0.45,0.57,0.48,0.54,0.68,0.45,0.42,0.26,0.34,0.33,0.21,0.56,0.77,0.34,0.38,0.47,0.33,0.29,0.27,0.31,0.42,0.78,0.78,0.69,0.86,0.5,0.61,0.13,0.14,0.44,0.51,0.21,0.76,0.05,0.43,0.5,0.01,0.88,0.7,0.05,0.55,0.63,0.07,0.09,0.17,0.17,0.18,0.27,0.31,0.33,0.29,0.29,0.32,0.26,0.0,0.1,0.05,0.04,0.0,0,-1,0,1,0,0
901,1,0.01,0.49,0.36,0.39,0.24,0.49,0.03,1.0,0.43,0.56,0.19,0.52,0.59,0.44,0.36,0.22,0.28,0.33,0.31,0.48,0.46,0.54,0.31,0.46,0.32,0.32,0.34,0.34,0.51,0.81,0.83,0.92,0.83,0.4,0.57,0.19,0.19,0.48,0.59,0.22,0.74,0.06,0.38,0.5,0.01,0.94,0.67,0.05,0.32,0.58,0.03,0.1,0.17,0.16,0.15,0.34,0.33,0.34,0.35,0.45,0.24,0.35,0.0,0.02,0.19,0.06,0.97,0,-1,0,1,0,0
902,1,0.02,0.4,0.67,0.65,0.59,0.41,0.0,0.0,0.32,0.53,0.23,0.51,0.47,0.39,0.37,0.24,0.27,0.5,0.32,0.46,0.22,0.77,0.25,0.63,0.43,0.67,0.41,0.44,0.43,0.65,0.68,0.8,0.68,0.28,0.43,0.17,0.13,0.32,0.48,0.19,0.51,0.06,0.52,0.5,0.05,0.59,0.43,0.06,0.67,0.42,0.14,0.17,0.25,0.25,0.28,0.33,0.35,0.39,0.35,0.56,0.3,0.37,0.0,0.08,0.07,0.09,0.0,0,-1,0,1,0,0
903,1,0.01,0.39,0.53,0.69,0.66,0.35,0.0,0.0,0.39,0.64,0.32,0.38,0.52,0.45,0.41,0.11,0.2,0.6,0.31,0.61,0.16,0.57,0.2,0.53,0.3,0.73,0.34,0.33,0.4,0.66,0.72,0.75,0.77,0.56,0.73,0.14,0.12,0.43,0.45,0.43,0.49,0.05,0.47,0.5,0.12,0.0,0.49,0.11,1.0,0.67,0.1,0.14,0.41,0.42,0.49,0.54,0.56,0.66,0.59,0.72,0.58,0.47,0.0,0.04,0.09,0.06,0.0,0,-1,1,0,0,0
904,1,0.1,0.56,0.43,0.42,0.26,0.24,0.12,1.0,0.81,0.78,0.16,0.23,0.39,0.75,0.65,0.04,0.08,0.64,0.12,0.73,0.42,0.38,0.12,0.68,0.32,0.32,0.4,0.37,0.54,0.85,0.87,0.89,0.8,0.39,0.45,0.22,0.25,0.62,0.6,0.56,0.79,0.13,0.3,0.5,0.06,0.83,0.78,0.01,0.29,0.81,0.01,0.16,0.7,0.69,0.69,0.94,0.96,1.0,0.96,0.71,0.83,0.24,0.0,0.05,0.35,0.03,0.0,0,-1,0,0,0,0
905,1,0.03,0.49,0.34,0.54,0.26,0.14,0.0,0.0,0.52,0.84,0.18,0.19,0.13,0.5,0.41,0.13,0.22,0.4,0.32,0.81,0.6,0.25,0.34,0.48,0.49,0.34,0.42,0.47,0.54,0.81,0.83,0.88,0.69,0.66,0.69,0.17,0.17,0.53,0.65,0.35,0.61,0.08,0.62,0.0,0.06,0.62,0.55,0.32,0.35,0.81,0.13,0.46,0.36,0.33,0.31,0.57,0.54,0.59,0.55,0.37,0.8,0.67,0.0,0.1,0.07,0.03,0.0,0,-1,0,0,0,0
